Region,Year,Indicator,Value_Millions,Penetration_Per_100_Inhabitants,Percentage,Value_Exabytes,Per_Subscription_GB,Value_Tbits,Per_User_kbits
Asia-Pacific,2006,Mobile broadband traffic,,,,,,,
Asia-Pacific,2007,Mobile broadband traffic,,,,,,,
Asia-Pacific,2008,Mobile broadband traffic,,,,,,,
Asia-Pacific,2009,Mobile broadband traffic,,,,,,,
Asia-Pacific,2010,Mobile broadband traffic,,,,,,,
Asia-Pacific,2011,Mobile broadband traffic,,,,,,,
Asia-Pacific,2012,Mobile broadband traffic,,,,,,,
Asia-Pacific,2013,Mobile broadband traffic,,,,,,,
Asia-Pacific,2014,Mobile broadband traffic,,,,,,,
Asia-Pacific,2015,Mobile broadband traffic,,,,,,,
Asia-Pacific,2016,Mobile broadband traffic,,,,,,,
Asia-Pacific,2017,Mobile broadband traffic,,,,,,,
Asia-Pacific,2018,Mobile broadband traffic,,,,,,,
Asia-Pacific,2019,Mobile broadband traffic,,,,279.0,89.0,,
Asia-Pacific,2020,Mobile broadband traffic,,,,367.0,110.0,,
Asia-Pacific,2021,Mobile broadband traffic,,,,498.0,140.0,,
Asia-Pacific,2022,Mobile broadband traffic,,,,598.0,155.0,,
Asia-Pacific,2023,Mobile broadband traffic,,,,660.0,162.0,,
Asia-Pacific,2024,Mobile broadband traffic,,,,781.0,183.0,,
CIS,2005,Mobile broadband traffic,,,,,,,
CIS,2006,Mobile broadband traffic,,,,,,,
CIS,2007,Mobile broadband traffic,,,,,,,
CIS,2008,Mobile broadband traffic,,,,,,,
CIS,2009,Mobile broadband traffic,,,,,,,
CIS,2010,Mobile broadband traffic,,,,,,,
CIS,2011,Mobile broadband traffic,,,,,,,
CIS,2012,Mobile broadband traffic,,,,,,,
CIS,2013,Mobile broadband traffic,,,,,,,
CIS,2014,Mobile broadband traffic,,,,,,,
CIS,2015,Mobile broadband traffic,,,,,,,
CIS,2016,Mobile broadband traffic,,,,,,,
CIS,2017,Mobile broadband traffic,,,,,,,
CIS,2018,Mobile broadband traffic,,,,,,,
CIS,2019,Mobile broadband traffic,,,,18.0,84.0,,
CIS,2020,Mobile broadband traffic,,,,28.0,124.0,,
CIS,2021,Mobile broadband traffic,,,,36.0,151.0,,
CIS,2022,Mobile broadband traffic,,,,45.0,181.0,,
CIS,2023,Mobile broadband traffic,,,,55.0,204.0,,
CIS,2024,Mobile broadband traffic,,,,64.0,230.0,,
Europe,2005,Mobile broadband traffic,,,,,,,
Europe,2006,Mobile broadband traffic,,,,,,,
Europe,2007,Mobile broadband traffic,,,,,,,
Europe,2008,Mobile broadband traffic,,,,,,,
Europe,2009,Mobile broadband traffic,,,,,,,
Europe,2010,Mobile broadband traffic,,,,,,,
Europe,2011,Mobile broadband traffic,,,,,,,
Europe,2012,Mobile broadband traffic,,,,,,,
Europe,2013,Mobile broadband traffic,,,,,,,
Europe,2014,Mobile broadband traffic,,,,,,,
Europe,2015,Mobile broadband traffic,,,,,,,
Europe,2016,Mobile broadband traffic,,,,,,,
Europe,2017,Mobile broadband traffic,,,,,,,
Europe,2018,Mobile broadband traffic,,,,,,,
Europe,2019,Mobile broadband traffic,,,,40.0,60.0,,
Europe,2020,Mobile broadband traffic,,,,60.0,86.0,,
Europe,2021,Mobile broadband traffic,,,,77.0,106.0,,
Europe,2022,Mobile broadband traffic,,,,99.0,135.0,,
Europe,2023,Mobile broadband traffic,,,,124.0,163.0,,
Europe,2024,Mobile broadband traffic,,,,144.0,184.0,,
Africa,2005,International bandwidth usage,,,,,,,
Africa,2006,International bandwidth usage,,,,,,,
Africa,2007,International bandwidth usage,,,,,,,
Africa,2008,International bandwidth usage,,,,,,,
Africa,2009,International bandwidth usage,,,,,,,
Africa,2010,International bandwidth usage,,,,,,,
Africa,2011,International bandwidth usage,,,,,,,
Africa,2012,International bandwidth usage,,,,,,,
Africa,2013,International bandwidth usage,,,,,,,
Africa,2014,International bandwidth usage,,,,,,,
Africa,2015,International bandwidth usage,,,,,,1.7,11.1
Africa,2016,International bandwidth usage,,,,,,2.0,11.0
Africa,2017,International bandwidth usage,,,,,,2.6,12.8
Africa,2018,International bandwidth usage,,,,,,3.3,14.3
Africa,2019,International bandwidth usage,,,,,,4.7,17.5
Africa,2020,International bandwidth usage,,,,,,9.8,31.7
Africa,2021,International bandwidth usage,,,,,,12.8,36.9
Africa,2022,International bandwidth usage,,,,,,17.5,45.8
Africa,2023,International bandwidth usage,,,,,,25.6,61.7
Africa,2024,International bandwidth usage,,,,,,37.0,80.1
Americas,2005,International bandwidth usage,,,,,,,
Americas,2006,International bandwidth usage,,,,,,,
Americas,2007,International bandwidth usage,,,,,,,
Americas,2008,International bandwidth usage,,,,,,,
Americas,2009,International bandwidth usage,,,,,,,
Americas,2010,International bandwidth usage,,,,,,,
Americas,2011,International bandwidth usage,,,,,,,
Americas,2012,International bandwidth usage,,,,,,,
Americas,2013,International bandwidth usage,,,,,,,
Americas,2014,International bandwidth usage,,,,,,,
Americas,2015,International bandwidth usage,,,,,,38.8,63.7
Americas,2016,International bandwidth usage,,,,,,46.8,69.7
Americas,2017,International bandwidth usage,,,,,,51.8,72.5
Americas,2018,International bandwidth usage,,,,,,70.9,95.2
Americas,2019,International bandwidth usage,,,,,,101.0,131.3
Americas,2020,International bandwidth usage,,,,,,134.9,165.5
Americas,2021,International bandwidth usage,,,,,,171.9,204.9
Americas,2022,International bandwidth usage,,,,,,221.2,258.9
Americas,2023,International bandwidth usage,,,,,,266.5,303.5
Americas,2024,International bandwidth usage,,,,,,322.0,356.6
Arab States,2005,International bandwidth usage,,,,,,,
Arab States,2006,International bandwidth usage,,,,,,,
Arab States,2007,International bandwidth usage,,,,,,,
Arab States,2008,International bandwidth usage,,,,,,,
Arab States,2009,International bandwidth usage,,,,,,,
Arab States,2010,International bandwidth usage,,,,,,,
Arab States,2011,International bandwidth usage,,,,,,,
Arab States,2012,International bandwidth usage,,,,,,,
Arab States,2013,International bandwidth usage,,,,,,,
Arab States,2014,International bandwidth usage,,,,,,,
Arab States,2015,International bandwidth usage,,,,,,5.8,37.2
Arab States,2016,International bandwidth usage,,,,,,8.1,47.1
Arab States,2017,International bandwidth usage,,,,,,13.1,66.7
Arab States,2018,International bandwidth usage,,,,,,18.0,84.6
Arab States,2019,International bandwidth usage,,,,,,24.1,100.8
Arab States,2020,International bandwidth usage,,,,,,32.2,117.6
Arab States,2021,International bandwidth usage,,,,,,41.3,138.1
Arab States,2022,International bandwidth usage,,,,,,51.5,161.8
Arab States,2023,International bandwidth usage,,,,,,61.7,186.6
Arab States,2024,International bandwidth usage,,,,,,80.0,232.3
Asia-Pacific,2005,International bandwidth usage,,,,,,,
Asia-Pacific,2006,International bandwidth usage,,,,,,,
Asia-Pacific,2007,International bandwidth usage,,,,,,,
Asia-Pacific,2008,International bandwidth usage,,,,,,,
Asia-Pacific,2009,International bandwidth usage,,,,,,,
Asia-Pacific,2010,International bandwidth usage,,,,,,,
Asia-Pacific,2011,International bandwidth usage,,,,,,,
Asia-Pacific,2012,International bandwidth usage,,,,,,,
Asia-Pacific,2013,International bandwidth usage,,,,,,,
Asia-Pacific,2014,International bandwidth usage,,,,,,,
Asia-Pacific,2015,International bandwidth usage,,,,,,52.5,37.3
Asia-Pacific,2016,International bandwidth usage,,,,,,79.4,51.6
Asia-Pacific,2017,International bandwidth usage,,,,,,124.3,75.4
Asia-Pacific,2018,International bandwidth usage,,,,,,174.8,95.9
Asia-Pacific,2019,International bandwidth usage,,,,,,247.6,118.1
Asia-Pacific,2020,International bandwidth usage,,,,,,310.8,127.5
Asia-Pacific,2021,International bandwidth usage,,,,,,442.4,169.7
Asia-Pacific,2022,International bandwidth usage,,,,,,545.0,200.4
Asia-Pacific,2023,International bandwidth usage,,,,,,659.4,234.2
Asia-Pacific,2024,International bandwidth usage,,,,,,791.0,268.4
CIS,2005,International bandwidth usage,,,,,,,
CIS,2006,International bandwidth usage,,,,,,,
CIS,2007,International bandwidth usage,,,,,,,
CIS,2008,International bandwidth usage,,,,,,,
CIS,2009,International bandwidth usage,,,,,,,
CIS,2010,International bandwidth usage,,,,,,,
CIS,2011,International bandwidth usage,,,,,,,
CIS,2012,International bandwidth usage,,,,,,,
CIS,2013,International bandwidth usage,,,,,,,
CIS,2014,International bandwidth usage,,,,,,,
CIS,2015,International bandwidth usage,,,,,,4.9,33.5
CIS,2016,International bandwidth usage,,,,,,8.4,53.6
CIS,2017,International bandwidth usage,,,,,,10.5,64.0
CIS,2018,International bandwidth usage,,,,,,11.4,64.0
CIS,2019,International bandwidth usage,,,,,,12.6,67.9
CIS,2020,International bandwidth usage,,,,,,16.6,85.3
CIS,2021,International bandwidth usage,,,,,,20.1,96.8
CIS,2022,International bandwidth usage,,,,,,23.0,106.7
CIS,2023,International bandwidth usage,,,,,,33.0,148.5
CIS,2024,International bandwidth usage,,,,,,43.0,190.2
Europe,2005,International bandwidth usage,,,,,,,
Europe,2006,International bandwidth usage,,,,,,,
Europe,2007,International bandwidth usage,,,,,,,
Europe,2008,International bandwidth usage,,,,,,,
Europe,2009,International bandwidth usage,,,,,,,
Europe,2010,International bandwidth usage,,,,,,,
Europe,2011,International bandwidth usage,,,,,,,
Europe,2012,International bandwidth usage,,,,,,,
Europe,2013,International bandwidth usage,,,,,,,
Europe,2014,International bandwidth usage,,,,,,,
Europe,2015,International bandwidth usage,,,,,,49.9,
Europe,2016,International bandwidth usage,,,,,,57.8,
Europe,2017,International bandwidth usage,,,,,,64.1,
Europe,2018,International bandwidth usage,,,,,,88.3,
Europe,2019,International bandwidth usage,,,,,,122.5,
Europe,2020,International bandwidth usage,,,,,,157.1,
Europe,2021,International bandwidth usage,,,,,,202.6,
Europe,2022,International bandwidth usage,,,,,,248.7,
Europe,2023,International bandwidth usage,,,,,,311.9,
Europe,2024,International bandwidth usage,,,,,,391.0,
Africa,2005,Individuals using the Internet,15.0,,2.0,,,,
Africa,2006,Individuals using the Internet,20.0,,2.6,,,,
Africa,2007,Individuals using the Internet,25.0,,3.2,,,,
Africa,2008,Individuals using the Internet,29.0,,3.7,,,,
Africa,2009,Individuals using the Internet,36.0,,4.3,,,,
Africa,2010,Individuals using the Internet,52.0,,6.1,,,,
Africa,2011,Individuals using the Internet,66.0,,7.6,,,,
Africa,2012,Individuals using the Internet,83.0,,9.3,,,,
Africa,2013,Individuals using the Internet,104.0,,11.4,,,,
Africa,2014,Individuals using the Internet,128.0,,13.6,,,,
Africa,2015,Individuals using the Internet,153.0,,15.9,,,,
Africa,2016,Individuals using the Internet,177.0,,17.8,,,,
Africa,2017,Individuals using the Internet,204.0,,20.0,,,,
Africa,2018,Individuals using the Internet,233.0,,22.3,,,,
Africa,2019,Individuals using the Internet,270.0,,25.1,,,,
Africa,2020,Individuals using the Internet,308.0,,28.0,,,,
Africa,2021,Individuals using the Internet,348.0,,30.8,,,,
Africa,2022,Individuals using the Internet,381.0,,32.9,,,,
Africa,2023,Individuals using the Internet,415.0,,35.0,,,,
Africa,2024,Individuals using the Internet,456.0,,37.5,,,,
Americas,2005,Individuals using the Internet,315.0,,35.9,,,,
Americas,2006,Individuals using the Internet,345.0,,38.8,,,,
Americas,2007,Individuals using the Internet,384.0,,42.7,,,,
Americas,2008,Individuals using the Internet,402.0,,44.2,,,,
Americas,2009,Individuals using the Internet,425.0,,46.2,,,,
Americas,2010,Individuals using the Internet,453.0,,48.7,,,,
Americas,2011,Individuals using the Internet,480.0,,51.1,,,,
Americas,2012,Individuals using the Internet,522.0,,55.1,,,,
Americas,2013,Individuals using the Internet,537.0,,56.0,,,,
Americas,2014,Individuals using the Internet,563.0,,58.2,,,,
Americas,2015,Individuals using the Internet,610.0,,62.4,,,,
Americas,2016,Individuals using the Internet,672.0,,68.1,,,,
Americas,2017,Individuals using the Internet,715.0,,71.8,,,,
Americas,2018,Individuals using the Internet,744.0,,74.1,,,,
Americas,2019,Individuals using the Internet,769.0,,76.0,,,,
Americas,2020,Individuals using the Internet,816.0,,80.1,,,,
Americas,2021,Individuals using the Internet,839.0,,81.9,,,,
Americas,2022,Individuals using the Internet,854.0,,82.9,,,,
Americas,2023,Individuals using the Internet,878.0,,84.7,,,,
Americas,2024,Individuals using the Internet,903.0,,86.5,,,,
Arab States,2005,Individuals using the Internet,28.0,,8.6,,,,
Arab States,2006,Individuals using the Internet,35.0,,10.5,,,,
Arab States,2007,Individuals using the Internet,48.0,,14.1,,,,
Arab States,2008,Individuals using the Internet,60.0,,17.2,,,,
Arab States,2009,Individuals using the Internet,71.0,,19.8,,,,
Arab States,2010,Individuals using the Internet,83.0,,22.7,,,,
Arab States,2011,Individuals using the Internet,94.0,,25.2,,,,
Arab States,2012,Individuals using the Internet,108.0,,28.2,,,,
Arab States,2013,Individuals using the Internet,121.0,,31.0,,,,
Arab States,2014,Individuals using the Internet,138.0,,34.4,,,,
Arab States,2015,Individuals using the Internet,156.0,,37.9,,,,
Arab States,2016,Individuals using the Internet,172.0,,40.9,,,,
Arab States,2017,Individuals using the Internet,197.0,,46.0,,,,
Arab States,2018,Individuals using the Internet,213.0,,48.7,,,,
Arab States,2019,Individuals using the Internet,240.0,,53.8,,,,
Arab States,2020,Individuals using the Internet,274.0,,60.4,,,,
Arab States,2021,Individuals using the Internet,299.0,,64.7,,,,
Arab States,2022,Individuals using the Internet,318.0,,67.4,,,,
Arab States,2023,Individuals using the Internet,331.0,,68.6,,,,
Arab States,2024,Individuals using the Internet,342.0,,69.6,,,,
Asia-Pacific,2005,Individuals using the Internet,360.0,,9.6,,,,
Asia-Pacific,2006,Individuals using the Internet,413.0,,10.8,,,,
Asia-Pacific,2007,Individuals using the Internet,523.0,,13.6,,,,
Asia-Pacific,2008,Individuals using the Internet,634.0,,16.3,,,,
Asia-Pacific,2009,Individuals using the Internet,747.0,,19.0,,,,
Asia-Pacific,2010,Individuals using the Internet,894.0,,22.5,,,,
Asia-Pacific,2011,Individuals using the Internet,1009.0,,25.1,,,,
Asia-Pacific,2012,Individuals using the Internet,1105.0,,27.2,,,,
Asia-Pacific,2013,Individuals using the Internet,1207.0,,29.4,,,,
Asia-Pacific,2014,Individuals using the Internet,1301.0,,31.3,,,,
Asia-Pacific,2015,Individuals using the Internet,1409.0,,33.6,,,,
Asia-Pacific,2016,Individuals using the Internet,1540.0,,36.4,,,,
Asia-Pacific,2017,Individuals using the Internet,1648.0,,38.6,,,,
Asia-Pacific,2018,Individuals using the Internet,1823.0,,42.4,,,,
Asia-Pacific,2019,Individuals using the Internet,2096.0,,48.3,,,,
Asia-Pacific,2020,Individuals using the Internet,2439.0,,55.8,,,,
Asia-Pacific,2021,Individuals using the Internet,2607.0,,59.3,,,,
Asia-Pacific,2022,Individuals using the Internet,2720.0,,61.6,,,,
Asia-Pacific,2023,Individuals using the Internet,2815.0,,63.4,,,,
Asia-Pacific,2024,Individuals using the Internet,2949.0,,66.1,,,,
CIS,2005,Individuals using the Internet,25.0,,11.0,,,,
CIS,2006,Individuals using the Internet,32.0,,14.2,,,,
CIS,2007,Individuals using the Internet,43.0,,18.9,,,,
CIS,2008,Individuals using the Internet,56.0,,24.6,,,,
CIS,2009,Individuals using the Internet,75.0,,32.8,,,,
CIS,2010,Individuals using the Internet,90.0,,39.3,,,,
CIS,2011,Individuals using the Internet,109.0,,47.3,,,,
CIS,2012,Individuals using the Internet,126.0,,54.4,,,,
CIS,2013,Individuals using the Internet,134.0,,57.3,,,,
CIS,2014,Individuals using the Internet,143.0,,60.7,,,,
CIS,2015,Individuals using the Internet,147.0,,62.1,,,,
CIS,2016,Individuals using the Internet,157.0,,65.5,,,,
CIS,2017,Individuals using the Internet,164.0,,68.2,,,,
CIS,2018,Individuals using the Internet,177.0,,73.1,,,,
CIS,2019,Individuals using the Internet,186.0,,76.2,,,,
CIS,2020,Individuals using the Internet,195.0,,79.5,,,,
CIS,2021,Individuals using the Internet,207.0,,84.2,,,,
CIS,2022,Individuals using the Internet,215.0,,87.0,,,,
CIS,2023,Individuals using the Internet,222.0,,89.4,,,,
CIS,2024,Individuals using the Internet,228.0,,91.5,,,,
Europe,2005,Individuals using the Internet,281.0,,42.7,,,,
Europe,2006,Individuals using the Internet,303.0,,46.0,,,,
Europe,2007,Individuals using the Internet,344.0,,52.1,,,,
Europe,2008,Individuals using the Internet,374.0,,56.3,,,,
Europe,2009,Individuals using the Internet,397.0,,59.7,,,,
Europe,2010,Individuals using the Internet,422.0,,63.2,,,,
Europe,2011,Individuals using the Internet,434.0,,64.7,,,,
Europe,2012,Individuals using the Internet,452.0,,67.2,,,,
Europe,2013,Individuals using the Internet,468.0,,69.4,,,,
Europe,2014,Individuals using the Internet,485.0,,71.6,,,,
Europe,2015,Individuals using the Internet,494.0,,72.5,,,,
Europe,2016,Individuals using the Internet,510.0,,74.7,,,,
Europe,2017,Individuals using the Internet,527.0,,76.8,,,,
Europe,2018,Individuals using the Internet,550.0,,79.9,,,,
Europe,2019,Individuals using the Internet,565.0,,81.8,,,,
Europe,2020,Individuals using the Internet,587.0,,84.9,,,,
Europe,2021,Individuals using the Internet,604.0,,87.3,,,,
Europe,2022,Individuals using the Internet,612.0,,88.6,,,,
Europe,2023,Individuals using the Internet,621.0,,89.9,,,,
Europe,2024,Individuals using the Internet,631.0,,91.2,,,,
Africa,2005,Individuals owning a mobile phone,,,,,,,
Africa,2006,Individuals owning a mobile phone,,,,,,,
Africa,2007,Individuals owning a mobile phone,,,,,,,
Africa,2008,Individuals owning a mobile phone,,,,,,,
Africa,2009,Individuals owning a mobile phone,,,,,,,
Africa,2010,Individuals owning a mobile phone,,,,,,,
Africa,2011,Individuals owning a mobile phone,,,,,,,
Africa,2012,Individuals owning a mobile phone,,,,,,,
Africa,2013,Individuals owning a mobile phone,,,,,,,
Africa,2014,Individuals owning a mobile phone,,,,,,,
Africa,2015,Individuals owning a mobile phone,,,,,,,
Africa,2016,Individuals owning a mobile phone,,,,,,,
Africa,2017,Individuals owning a mobile phone,,,,,,,
Africa,2018,Individuals owning a mobile phone,,,,,,,
Africa,2019,Individuals owning a mobile phone,406.0,,53.9,,,,
Africa,2020,Individuals owning a mobile phone,448.0,,57.7,,,,
Africa,2021,Individuals owning a mobile phone,486.0,,60.8,,,,
Africa,2022,Individuals owning a mobile phone,518.0,,63.0,,,,
Africa,2023,Individuals owning a mobile phone,546.0,,64.5,,,,
Africa,2024,Individuals owning a mobile phone,577.0,,66.2,,,,
Americas,2005,Individuals owning a mobile phone,,,,,,,
Americas,2006,Individuals owning a mobile phone,,,,,,,
Americas,2007,Individuals owning a mobile phone,,,,,,,
Americas,2008,Individuals owning a mobile phone,,,,,,,
Americas,2009,Individuals owning a mobile phone,,,,,,,
Americas,2010,Individuals owning a mobile phone,,,,,,,
Americas,2011,Individuals owning a mobile phone,,,,,,,
Americas,2012,Individuals owning a mobile phone,,,,,,,
Americas,2013,Individuals owning a mobile phone,,,,,,,
Americas,2014,Individuals owning a mobile phone,,,,,,,
Americas,2015,Individuals owning a mobile phone,,,,,,,
Americas,2016,Individuals owning a mobile phone,,,,,,,
Americas,2017,Individuals owning a mobile phone,,,,,,,
Americas,2018,Individuals owning a mobile phone,,,,,,,
Americas,2019,Individuals owning a mobile phone,730.0,,84.3,,,,
Americas,2020,Individuals owning a mobile phone,752.0,,86.1,,,,
Americas,2021,Individuals owning a mobile phone,766.0,,87.0,,,,
Americas,2022,Individuals owning a mobile phone,776.0,,87.5,,,,
Americas,2023,Individuals owning a mobile phone,790.0,,88.2,,,,
Americas,2024,Individuals owning a mobile phone,803.0,,88.8,,,,
Arab States,2005,Individuals owning a mobile phone,,,,,,,
Arab States,2006,Individuals owning a mobile phone,,,,,,,
Arab States,2007,Individuals owning a mobile phone,,,,,,,
Arab States,2008,Individuals owning a mobile phone,,,,,,,
Arab States,2009,Individuals owning a mobile phone,,,,,,,
Arab States,2010,Individuals owning a mobile phone,,,,,,,
Arab States,2011,Individuals owning a mobile phone,,,,,,,
Arab States,2012,Individuals owning a mobile phone,,,,,,,
Arab States,2013,Individuals owning a mobile phone,,,,,,,
Arab States,2014,Individuals owning a mobile phone,,,,,,,
Arab States,2015,Individuals owning a mobile phone,,,,,,,
Arab States,2016,Individuals owning a mobile phone,,,,,,,
Arab States,2017,Individuals owning a mobile phone,,,,,,,
Arab States,2018,Individuals owning a mobile phone,,,,,,,
Arab States,2019,Individuals owning a mobile phone,269.0,,79.1,,,,
Arab States,2020,Individuals owning a mobile phone,281.0,,80.8,,,,
Arab States,2021,Individuals owning a mobile phone,291.0,,82.1,,,,
Arab States,2022,Individuals owning a mobile phone,302.0,,82.7,,,,
Arab States,2023,Individuals owning a mobile phone,310.0,,82.8,,,,
Arab States,2024,Individuals owning a mobile phone,319.0,,83.1,,,,
Asia-Pacific,2005,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2006,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2007,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2008,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2009,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2010,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2011,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2012,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2013,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2014,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2015,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2016,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2017,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2018,Individuals owning a mobile phone,,,,,,,
Asia-Pacific,2019,Individuals owning a mobile phone,2398.0,,65.8,,,,
Asia-Pacific,2020,Individuals owning a mobile phone,2580.0,,70.0,,,,
Asia-Pacific,2021,Individuals owning a mobile phone,2716.0,,73.0,,,,
Asia-Pacific,2022,Individuals owning a mobile phone,2801.0,,74.6,,,,
Asia-Pacific,2023,Individuals owning a mobile phone,2869.0,,75.6,,,,
Asia-Pacific,2024,Individuals owning a mobile phone,2944.0,,76.9,,,,
CIS,2005,Individuals owning a mobile phone,,,,,,,
CIS,2006,Individuals owning a mobile phone,,,,,,,
CIS,2007,Individuals owning a mobile phone,,,,,,,
CIS,2008,Individuals owning a mobile phone,,,,,,,
CIS,2009,Individuals owning a mobile phone,,,,,,,
CIS,2010,Individuals owning a mobile phone,,,,,,,
CIS,2011,Individuals owning a mobile phone,,,,,,,
CIS,2012,Individuals owning a mobile phone,,,,,,,
CIS,2013,Individuals owning a mobile phone,,,,,,,
CIS,2014,Individuals owning a mobile phone,,,,,,,
CIS,2015,Individuals owning a mobile phone,,,,,,,
CIS,2016,Individuals owning a mobile phone,,,,,,,
CIS,2017,Individuals owning a mobile phone,,,,,,,
CIS,2018,Individuals owning a mobile phone,,,,,,,
CIS,2019,Individuals owning a mobile phone,186.0,,90.0,,,,
CIS,2020,Individuals owning a mobile phone,189.0,,90.9,,,,
CIS,2021,Individuals owning a mobile phone,191.0,,91.7,,,,
CIS,2022,Individuals owning a mobile phone,195.0,,93.1,,,,
CIS,2023,Individuals owning a mobile phone,198.0,,93.6,,,,
CIS,2024,Individuals owning a mobile phone,201.0,,94.4,,,,
Europe,2005,Individuals owning a mobile phone,,,,,,,
Europe,2006,Individuals owning a mobile phone,,,,,,,
Europe,2007,Individuals owning a mobile phone,,,,,,,
Europe,2008,Individuals owning a mobile phone,,,,,,,
Europe,2009,Individuals owning a mobile phone,,,,,,,
Europe,2010,Individuals owning a mobile phone,,,,,,,
Europe,2011,Individuals owning a mobile phone,,,,,,,
Europe,2012,Individuals owning a mobile phone,,,,,,,
Europe,2013,Individuals owning a mobile phone,,,,,,,
Europe,2014,Individuals owning a mobile phone,,,,,,,
Europe,2015,Individuals owning a mobile phone,,,,,,,
Europe,2016,Individuals owning a mobile phone,,,,,,,
Europe,2017,Individuals owning a mobile phone,,,,,,,
Europe,2018,Individuals owning a mobile phone,,,,,,,
Europe,2019,Individuals owning a mobile phone,566.0,,92.2,,,,
Europe,2020,Individuals owning a mobile phone,575.0,,93.2,,,,
Europe,2021,Individuals owning a mobile phone,577.0,,93.4,,,,
Europe,2022,Individuals owning a mobile phone,582.0,,94.0,,,,
Europe,2023,Individuals owning a mobile phone,586.0,,94.7,,,,
Europe,2024,Individuals owning a mobile phone,592.0,,95.3,,,,
